noise_level,psnr_mean,psnr_std,ssim_mean,ssim_std
0.005,33.4254940588933,3.5148814144524074,0.90394175,0.050057521859820445
0.01,33.83947838096183,3.6412643350514258,0.909624,0.05296650823313544
0.05,31.77105139693925,3.4325970623630306,0.862392,0.0733277924074102
0.1,30.135905756421266,3.2710887629038203,0.8219275,0.08775291932387168

avg_time_sec,0.0376
