noise_level,lambda,psnr_mean,psnr_std,ssim_mean,ssim_std
0.005,0.0025,31.17163150066401,3.8546212193221905,0.8605944,0.06809171082460186
0.01,0.0034999999999999996,30.995535574282954,3.870363631190562,0.854708,0.07107636491249489
0.05,0.017499999999999998,28.964716076021375,3.3487784129430507,0.7789846,0.08212710655675927
0.1,0.06999999999999999,27.090222848885116,2.972073971247706,0.6993693,0.09196219091682042

avg_time_sec,1.5724
